number of inputs, runtime (in ms)
351501, 670.6399999999917
352001, 670.2290000000062
352501, 693.2880000000239
353001, 646.1879999999951
353501, 690.070999999989
354001, 637.5130000000127
354501, 622.6309999999842
355001, 649.1240000000005
355501, 645.1430000000187
356001, 671.6260000000034
356501, 674.7100000000046
357001, 656.8670000000054
357501, 697.4510000000009
358001, 704.6840000000145
358501, 639.5080000000064
359001, 734.060999999997
359501, 704.7839999999894
360001, 717.8859999999929
360501, 654.170999999991
361001, 713.2880000000057
361501, 679.1709999999966
362001, 632.1570000000065
362501, 658.1840000000057
363001, 686.5929999999878
363501, 746.3950000000068
364001, 713.7919999999838
364501, 655.0630000000126
365001, 690.2959999999894
365501, 727.5889999999947
366001, 682.7669999999841
366501, 662.4950000000069
367001, 736.2799999999936
367501, 734.5870000000048
368001, 665.6110000000126
368501, 709.3380000000025
369001, 669.401999999991
369501, 690.2029999999968
370001, 736.8079999999964
370501, 697.9650000000106
371001, 669.7869999999853
371501, 724.6089999999867
372001, 650.2339999999549
372501, 690.0029999999902
373001, 682.1540000000255
373501, 687.987000000021
374001, 676.593999999966
374501, 723.5109999999736
375001, 660.710999999992
375501, 689.9789999999939
376001, 725.9450000000243
376501, 677.6380000000017
377001, 721.0050000000479
377501, 715.7990000000041
378001, 700.1559999999927
378501, 704.5629999999505
379001, 709.1929999999707
379501, 685.9910000000013
380001, 710.8570000000327
380501, 744.3880000000149
381001, 684.9820000000477
381501, 686.7599999999925
382001, 699.8090000000161
382501, 682.5000000000045
383001, 677.1119999999655
383501, 692.8040000000237
384001, 675.5019999999945
384501, 692.245000000014
385001, 731.474999999989
385501, 837.900999999988
386001, 752.0220000000108
386501, 694.9169999999754
387001, 733.9339999999765
387501, 749.0010000000211
388001, 691.490999999985
388501, 698.3840000000328
389001, 729.8450000000116
389501, 696.8679999999949
390001, 694.3410000000085
390501, 708.582999999976
391001, 678.2120000000305
391501, 710.5009999999652
392001, 740.8030000000281
392501, 814.077999999995
393001, 815.6240000000139
393501, 761.9100000000003
394001, 699.766000000011
394501, 702.022999999997
395001, 696.7049999999517
395501, 715.9229999999752
396001, 741.1900000000173
396501, 719.4769999999835
397001, 702.0380000000159
397501, 717.9509999999709
398001, 695.022999999992
398501, 717.441000000008
399001, 707.127000000014
399501, 722.0810000000029
400001, 711.7629999999622
400501, 769.818999999984
401001, 721.7369999999619
401501, 716.5070000000355
402001, 723.1150000000071
402501, 854.3449999999666
403001, 766.9159999999806
403501, 730.7449999999562
404001, 701.562000000024
404501, 726.3700000000313
405001, 721.8369999999936
405501, 727.909000000011
406001, 742.4869999999828
406501, 733.5279999999784
407001, 720.9169999999858
407501, 731.143999999972
408001, 743.741
408501, 784.6270000000004
409001, 784.610999999984
409501, 740.2319999999918
410001, 745.172000000025
410501, 848.2159999999794
411001, 739.7599999999898
411501, 770.8460000000059
412001, 765.2209999999968
412501, 745.9109999999782
413001, 790.504999999996
413501, 774.0049999999883
414001, 738.2240000000024
414501, 785.0199999999745
415001, 764.2369999999801
415501, 746.7619999999897
416001, 803.4920000000056
416501, 784.0299999999729
417001, 764.223999999956
417501, 789.0030000000365
418001, 716.1619999999971
418501, 778.5279999999943
419001, 764.3580000000156
419501, 759.7920000000045
420001, 814.2849999999839
420501, 749.3690000000015
421001, 747.2239999999601
421501, 782.9140000000052
422001, 823.112999999978
422501, 811.1549999999852
423001, 806.5780000000018
423501, 813.9489999999796
424001, 812.5729999999862
424501, 811.3629999999716
425001, 859.931999999958
425501, 929.1299999999865
426001, 865.0309999999877
426501, 846.0380000000214
427001, 811.3539999999944
427501, 869.2199999999843
428001, 817.2649999999635
428501, 872.7150000000279
429001, 835.4580000000169
429501, 828.6739999999782
430001, 881.0100000000034
430501, 842.3440000000255
431001, 858.0719999999928
431501, 866.4130000000227
432001, 851.08699999995
432501, 904.9830000000156
433001, 888.90600000002
433501, 862.1539999999754
434001, 832.5269999999705
434501, 823.7600000000498
435001, 886.5490000000023
435501, 844.6059999999989
436001, 891.3850000000139
436501, 857.3460000000068
437001, 846.8480000000227
437501, 844.1439999999716
438001, 842.2509999999761
438501, 872.9680000000144
439001, 845.4800000000091
439501, 997.1160000000054
440001, 838.4540000000129
440501, 863.1229999999732
441001, 846.5569999999616
441501, 859.5559999999978
442001, 877.7829999999653
442501, 895.2179999999998
443001, 843.260999999984
443501, 939.5470000000046
444001, 870.6639999999766
444501, 868.520999999987
445001, 867.6029999999741
445501, 879.7989999999913
446001, 852.27900000001
446501, 851.5780000000177
447001, 876.67399999998
447501, 857.7429999999708
448001, 865.6910000000266
448501, 880.4079999999885
449001, 887.237999999968
449501, 1000.9200000000078
450001, 956.436999999994
450501, 897.3980000000097
451001, 869.7440000000256
451501, 884.3580000000202
452001, 876.5099999999961
452501, 897.0329999999649
453001, 873.6949999999979
453501, 976.8209999999726
454001, 898.9239999999654
454501, 870.898000000011
455001, 919.8200000000156
455501, 866.0719999999742
456001, 988.5899999999879
456501, 949.670000000026
457001, 926.5699999999697
457501, 893.211000000008
458001, 932.6629999999909
458501, 875.8619999999837
459001, 868.315999999993
459501, 904.9440000000004
460001, 902.9990000000225
460501, 914.0840000000026
461001, 994.7610000000395
461501, 885.737000000006
462001, 885.5689999999754
462501, 886.1169999999561
463001, 906.214000000034
463501, 962.709000000018
464001, 953.803999999991
464501, 933.2349999999678
465001, 916.45299999999
465501, 897.81499999998
466001, 907.9879999999889
466501, 928.7519999999745
467001, 941.030000000012
467501, 994.7840000000383
468001, 924.1170000000238
468501, 901.4809999999898
469001, 890.2079999999728
469501, 996.8780000000379
470001, 886.2980000000107
470501, 892.8429999999707
471001, 903.9980000000014
471501, 981.6109999999867
472001, 950.1129999999876
472501, 897.2849999999539
473001, 903.9379999999824
473501, 986.4200000000096
474001, 967.9229999999848
474501, 982.6449999999909
475001, 899.1189999999847
475501, 917.7799999999934
476001, 912.0229999999765
476501, 922.7399999999761
477001, 925.0059999999962
477501, 1023.5099999999875
478001, 906.1399999999935
478501, 939.4599999999969
479001, 941.0179999999855
479501, 946.7369999999846
480001, 934.9809999999934
480501, 957.1080000000052
481001, 921.0709999999835
481501, 915.1580000000195
482001, 957.574999999963
482501, 924.5260000000144
483001, 934.0960000000109
483501, 924.3749999999977
484001, 931.7800000000034
484501, 930.8130000000006
485001, 924.5069999999487
485501, 939.4889999999805
486001, 918.6540000000036
486501, 995.5560000000219
487001, 913.3090000000266
487501, 954.8240000000305
488001, 945.0019999999881
488501, 981.8099999999959
489001, 1015.720999999985
489501, 941.5099999999939
490001, 1004.9690000000169
490501, 962.491
491001, 940.3489999999692
491501, 942.4189999999726
492001, 972.691999999995
492501, 964.9319999999761
493001, 951.3630000000148
493501, 1057.973000000004
494001, 990.6290000000126
494501, 975.990999999965
495001, 953.5309999999981
495501, 994.2709999999693
496001, 945.2100000000314
496501, 952.199999999948
497001, 940.5929999999785
497501, 957.080000000019
498001, 937.9170000000272
498501, 960.1710000000026
499001, 941.5290000000027
499501, 1001.7030000000204
